text,region
Sometimes I just shake my head at the way I used to act.. damn.🤦🏻‍♂️,los angeles
That's the reason prosecutors took the case to the grand jury because they will ask for the death penalty. They have to make sure the evidence supports that conviction.,phoenix
"FEATURING..!. 👨‍🍳 🔥 👩‍🍳 🔥 👨‍🍳 🔪

🌟~Pan Seared Halibut with Short Rib Ravioli, Seasoned Vegetables &amp; Ginger Lime Crema
#ravioli #chef #cheflife ##yougottaeatthis #yougottaeathere #crazygood ",toronto
Yeah you ain’t shit nigga,washington
First college presentation y’all wish me luck,houston
"who says TACOS are only for TUESDAYS...🌮🌮🌮🌮🌮 #HappyHalloween from Me &amp; theworldaccording2savage 🎃 @ Southeast, Washington, D.C. ",washington
Real life tho. I’m good on this fucked up generation of people. 😴,houston
Ion joke with niggas,pittsburgh
Need more ink,los angeles
Don’t hop on. You threw shade at him.,toronto
Anybody who appears on fox news an idiot,los angeles
"High rise in San Francisco 
#highrise #skyscraper #sanfrancisco #california @ San Francisco, California ",san francisco
I can’t wait,minneapolis
"World Series parade was a success, congrats to one of my fav sports teams❤️🎉⚾️ ",new york
#HappyHalloween 🎃👻 🦇 🔮 from #MorenoBorregoLaw wishing everyone a safe day &amp; night. If you get caught up in #Halloween Shenanigans with the law &amp; get arrested for #DUI #DWI call us we can help you. 🍺 🍻 🍹 🍸🍷 ⚖️ #CriminalLaw #DontDrinkAndDrive #BeResponsible ,houston
Happy Halloween from Salt Bistro! #spooky #halloween @ SALT ,denver
u wanted out I gave u out 😎,san francisco
Don’t forget those damn Australians bringing Diseases like kangaroo leprosy and kola scurge. It’s true!!,denver
Last night #Halloween2018 @ Everleigh Toronto ,toronto
I hate my job. But there is no success without struggle.,nashville
Pumpkin math! #SCoveel ,denver
Oh so that's how they got so colorful!,san francisco
"Sure, you were a Democrat your whole life but then in the last couple years decided they (and you) weren’t True Americans, but by being a Trump supporter you suddenly became one. 

Not buying it but bless your heart.",denver
Bitches be swearing they ON &amp; dont need a job cuz they came up on some chump change then BOOM bitch you at work,los angeles
cause y’all come on here wit these sad stories and want everyone to feel y’all and not roast. fuck that.,charlotte
Last round 👻,albuquerque
"First to guess the costume tonight and your flight is on me. 
🤷‍♂️🍷🍷🍷🤷‍♂️ ",washington
"ATTN: Anyone who wants better IPhone video (especially  ) Here is me setting my phone camera up for more FPS, literally takes 15 seconds to have muuuuuch better phone video. But FYI these new videos take up much more space. Worth it to me! ",denver
Jeffree Star’s holiday collection this year is everything 😍,albuquerque
are! #redsox #rollingrally #damagedone #histtorymade #bostonstrong #worldseries @ Red Sox Nation ,new york
Can’t lie education is no longer a priority. Niggas gotta get to some money fr,toronto
My college aged son called to tell me that he loves me.,pittsburgh
God won’t forgive her but I will,chicago
Sorry to inform you this isn't just GOP's war.  Tell lib  Dems stop playing blame game and if they care about health care get to business BC as it stands all I see from the left HATE go to work,new york
Imma throw this nigga slides away since he don’t wanna come get them. Ion have time,tampa
. you got anything to do with this bop? ,chicago
"Maury be like “Tyrell I know she cheated and none of your 6 kids are yours, but I have a son at home that’s not mine and treat him like he is.”",new york
"The Alaska governor’s race has been upended. Last Friday, Gov. Bill Walker withdrew as a candidate and endorsed Democrat Mark Begich against the Republican, Mike Dunleavy.


",san francisco
Today will be the first time I’m missing Halloween in SR 😞🕷🧛🏻‍♀️,albuquerque
I'd hold on like this. ,phoenix
Why is there a bitch I don’t even know claiming my son as her boy ,houston
These last 4 months have been such an eye opener with everything in my life.,oklahoma city
"InTouch Health providers Lindsey Rigdon, NP and Tabitha Conklin, NP are ready to take care of all your medical needs! Family medical care! Meridian, MS. Call 601-512-0927 to schedule ",nashville
I'm dead. I'm so dead. I just....,nashville
"Halloween Halloween, my dears!  💙💙",charlotte
Thief in the Night,houston
"Health care is changing, and it’s our goal to create a new model to answer America's health care challenges today and in the future. Want to be a part of the change? Join our team as a Pharmacy Technician in #Worland, WY today!  #pharmacy #CareerArc",denver
we are having a big ass halloween party tonight here in chicago. i and 5 other bands are playing. this shit is gonna be so crazy it's been getting set up for the last few days!!! dm me for the addy!!,chicago
"""And we know that for those who love God all things work together for good, for those who are called according to his purpose. For those whom he foreknew he also predestined to be conformed to the image of his Son, in order that he might be the firstborn among many brothers...1/2",pittsburgh
We're not going to abandon you now! This is bigger than 1 tweet 1 person 1 group. Blexit is going to inspire and change millions of lives for generations. GENERATIONS!,houston
Happy Halloween everyone! Be sure to #MustangRanchTSU so we can see your costumes! Have fun and be safe today 💜 your Mustang Ranch Fam. 🎃🎃🎃 #Tarleton #TSU #spookyseason ,oklahoma city
I witnessed something at work that I wasn’t supposed to but I’m glad I did and I don’t know what to do,los angeles
BREAKING:  The judge declared a mistrial in the former state trooper murder/ ATV case.,toronto
This is the first year that I haven’t gotten any candy on Halloween 😢,pittsburgh
"I'm at  in New York, NY ",new york
Fuck you then 🤷🏾‍♂️,cincinnati
Ridiculous 😂😂😂😂 now baseball is political? Lmao 😂,tampa
More America Reads photos... ,chicago
I’m craving brownies,houston
Painting for  #SeniorDay match against  #GoBuffs #Team1stClass  #Boulder #Colorado #TacomaTom    ,denver
Cant like this enough!,toronto
i had no idea that the goofy goober rock was a spoof of the song “i wanna rock” &amp; i just started singing the goofy goober version in my uber please shoot me why am i like this,cincinnati
Don’t hop on. You threw shade.,toronto
I heard ice cube was coming tonight yo .,charlotte
Does that include your kids since your wives weren’t citizens?,phoenix
yeah and ik ima need my hair flat iron again😉,cincinnati
A #punjabi bot? 🤣 ,san francisco
Stunning. But my screen print fund is all tapped out this month,new york
Waiting on my day to become an impact,chicago
"Yes sir, you can use your regular phone",seattle
Looks like figure of 8 reentry,new york
She's beautiful!  #ProtectOurOceans,denver
"O no, Laura! I’m sorry that you feel that way:/ You got this job thing! I selfishly don’t want you to cancel your trip!!!",new york
Did someone say Proactiv? ,seattle
Happy birthday to the most handsome man! You deserve more than this world could ever offer. Spending almost every day with you makes my heart happy and growing along your side is a dream come true❤️  ,houston
"My Latino neighbors back in Oakland, a significant fraction of whom were undocumented, were good neighbors and good citizens.",san francisco
We miss you dom,san francisco
"If you add sugar to your spaghetti, block me back.",charlotte
Help me reach 100 followers — I’m halfway of the way there!,minneapolis
Nigga gone have to pull up at the stadium for SWAC Championship at 5 am in the morning 🤣🤣😭,houston
Ever since I was a kid I've always wanted to be Gene for Halloween.  Here's to childhood dreams! ,minneapolis
"Plug said u aint a hater, I like the way u move.#neverbeenone #neverwill",new york
"“Faith Is Taking The First Step Even When You Don’t See The Whole Staircase.”
#therealdarkknight #messagefortoday #happyhalloween @ Los Angeles, California ",los angeles
424. The best sprint so far in two days but that’s probably because I was writing about food and I LOVE writing about food.,phoenix
Who the fuck are these 45 % that approve of Trump?,new york
"Waynflete boys huddle prior to their Class C South Final vs. Maranacook. Game is being played on Deering's turf field. Kickoff in 10 minutes. 
#VarsityMaine ",montreal
water is my favorite drink,los angeles
Yeah someone actually commented on that post that it was in Ottawa too. And Olathe,kansas city
"(tune of Bruce Springsteen’s ‘The Wrestler’)

Have you ever drank a can of Red Bull/
Before going on a Bumble date?",los angeles
"She is participating, as a commentator and being promoted to do so.",washington
Bitch did LEGO build your figure...,houston
Congrats to the Red Sox #RedSoxParade  #DamageDone ,new york
close the border!,seattle
Smoke grass and eat ass bud,albuquerque
Cool! I'll keep that in mind. I kinda skated as a kid but that was a few years ago and I bruise more with age. So this shall be fun!,nashville
"if I'm Dabel, first play I'm running Pryor on outside straight down field taking away safety or corner, having Zay run down out and go, Peterman pump the down n out, and throw it over the top, if it works, they will think 2wice bout jumping out routes rest of game!",toronto
There are so many unusual uses for vibrators in many different industries to solve feeder clogs!! Even many candy manufacturers will use #VIBCO vibrators on their machines to keep continuous flow of any materials —like nuts! ,new york
DUDE I LOVE YOU,seattle
this reminds me of katie  ,houston
"I’m in Charlie company, what about you ?",charlotte
"I'm at Hudson Rouge in Dearborn, MI ",pittsburgh
"Braun right now on  didn’t directly criticize Donnelly but said, “Had it happened on the other side I think it would be getting a lot more attention...”",cincinnati
"#HappyHalloween from the #UCIAppliedInnovation MarComm team, or for today, ""MarCOMINOES"" team #Getit #WereDominoes #Punny 

#UCICove  ",los angeles
"What’s an accurate period app? I have one that says I’m 6 days late, one says I’m 2 days late and one days I’ll start today 🤦🏼‍♀️",houston
I’ll be copping this ASOS x Laquan,new york
Hahaa you’re in for a treat!!  #MobSquad,los angeles
Stay dry Mia. Long time fan The Encourager,houston
Is it just boring for u now?,phoenix
i got the meanest headache of my life rn,washington
"Same plan , bless up stay focused ❤️",washington
Same i wish i had a costume,charlotte
I’m deadddd 😭😭😭  ,new york
Hollywood Death Kiss. Real people don't trust celebrities.,nashville
When you get the email that you’re still having outdoor rehearsal… but you just want to turn yourself into a blanket burrito instead… 😭 #ItsFine #StillLoveHundred,cincinnati
"A few of our favorites from the DEG Slack channel:
• Coding in production 😵
• The leftover food is all gone 😭
• The Black Friday email didn't deploy 🤯
• Make sure your hours are entered 😰

Keep sharing your horror-marketing stories here 👇 #DEGlife #halloween",kansas city
"The tag team of a determined look &amp; bold gaze.

​: 

Jackets, Sweaters, &amp; Jeans: 
Boots:  
Gloves: 

#PAWELECphoto //  ",toronto
Really ?! Who’s the genius that approved these #Nazi armbands for sale?! #NeverAgain        ,tampa
Delays - WATERBURY #I84 West at Exit 25 (PLANK RD EAST) at 10/31/2018 2:21:21 PM #cttraffic,new york
So your son is part of the billlions of dollars,houston
Do people understand that if Tony Evers wins he wants to raise gas taxes by a dollar?!?!,chicago
my phone get hit up 3 times as much when i’m at work than at home and it’s annoying,houston
that was some shit to say😂,new york
Accident in #Hollywood on I-95 NB at Sheridan St #SFLtraffic ,tampa
So ask them and listen.,houston
Accident in #Seattle on Wall St at 2nd Ave #traffic ,seattle
How about the $5-$10 latte habit he is mentioning in the video? $2000-$4000 a year will certainly get you to a million given enough time.,seattle
It’s long overdue so fuck it,chicago
so like just less than a minute ago I almost burnt the science class down.,albuquerque
I just don’t feel right it’s so fucking annoying,kansas city
"In what sense? if San Francisco, Los Angeles and Oakland already have it, doesn't that already allow for local control? Because last time I checked, Los Angeles and San Francisco also have some of the highest rent prices.",los angeles
Are you going to substantiate this tweet or just let the inuendo hang out there? Is this how a journalist behaves?,los angeles
"Tables turn, bridges burn, you live and learn",pittsburgh
"Happy Halloween Everyone!! @ Forestville, New York ",pittsburgh
Halloween Love today 🃏  sonofhandsome #halloweencostume #crossfit #pumpkinhead @ CrossFit Horsepower ,los angeles
Sick and tired of the “there’s two types of girls on Halloween”...What about us girls that stay in and watch Christmas movies while drinking wine?!?,pittsburgh
"Wow, so stupid",denver
"Yooo~~~ , u gonna just keep lurking, the anime left amuses me, join in",new york
December 15...my birthday!!! Can’t wait!,washington
Oh good god....,nashville
"""What gives them the right to do what they did to us.”
For the first time we're hearing from some of the people involved in the huge brawl that broke out, outside of a Midtown Atlanta restaurant.
Why these two sisters just filed a complaint with Atlanta Police, next.
 ",nashville
they look so good,washington
"I hate our street. Loaded with super judgey moms and like 1,000 kids that multiply like Gremlins. I used to give out out candy in a low cut tank top. That tends to keep them all away. #HusbandsLikeTooMuch",san francisco
"We had our annual pumpkin decoration contest at work. @ Kansas City, Missouri ",kansas city
Well i feel sorry for whoever dates you.,oklahoma city
"Sorry, already done. You are a ""Steelers Fan"" with all the accompanying neuroses associated with the condition.",washington
You are so welcome and thank you!,san francisco
Loveing my new position,los angeles
Can A New Tech Solution 'Clarifi' The Restaurant Business? via  ,washington
"Lauren photographed by William Rylott @ Redondo Beach, California ",los angeles
"If you’re looking to have the bejesus scared out of you today, look no further than this frightening piece of cheesy white Jesus art. #Halloween ",new york
it is lmaooo,oklahoma city
Dude just wrote me in said “i need my son to be just like lol bro” that’s motivation dawg🤞🏾💯,charlotte
"No wonder they were so scared,",charlotte
Don't forget to let us know which one of our Days of Action you'll be coming to! -&gt;  Everything is at stake for this mid-term election &amp; we can’t sit this one out. Walk w/ us to show your support for our progressive leaders. Help us #bringithome! ,tampa
His birth certificate say black and that’s it.,new york
Antwan. How is that possible he doesn’t know what’s wrong? Do you believe him?,tampa
If it doesn’t translate to wins so what,pittsburgh
Happy Halloween from the Smile Design Team 🎃👻 @ Smile Design Dental Team of Dedham ,new york
You know you're old when you walk into a room and say oh man they have some really nice mid-century modern chairs in here!,charlotte
WOW! Look at allll of these sponsors! This is way more than last year- which means this should be the best Operation Alpha yet!!! Get your tickets NOW:  ,cincinnati
"Start your day with samthing beautiful
Credit to kirkinia 
#OutlanderS4 #LoveForSam #SamhHeughan #jamiefraser @ Richland Center, Wisconsin ",chicago
Head of the table ,nashville
"Can’t wait to gather around the word with the people of God for WWW midweek Bible Study tonight at 7:00PM. Hope to see you there! @ First Baptist Church of Hillside, NJ ",new york
"OMG, I have 1,000 followers! Thank you. Think I’ll make it to 10,000?",washington
Needa get outa here,san francisco
PSA. Dont. She thinks jollibee has the best chicken.,seattle
"My neighbor from back home on the farm just shared these photos from this morning, and I’m 70 percent heart-eye emoji and 30 percent homesick. #Fall ",houston
I’ve made it a mission in my life,nashville
"We finally land in Miami. SHE leads the way to the car rental. I ask if like to get something to eat. Her reply,Burning daylight babe. There's sunlight still to be soaked in.",houston
I have no time or patience for people who are dramatic and make everything about themselves #notsorry,new york
"Unless you are a complete idiot every person knows you have to pay your bills.  has never learned that and that is why the Saudi's and Putin is always having to bail him out. He took over a good economy from Obama, then deregulated the Oil Industry, gave himself a tax break.",albuquerque
"Costume #1 🦄🤣👻 @ South Slope Pediatrics | Dr Hai Cao, MD ",new york
"So true, when will the nightmare end?",pittsburgh
It does though...,charlotte
Imma keep it real with you chief..all ya’lls kids look cute as hell in they Halloween costumes,new york
I need background,nashville
"Happy Halloween everyone!!!  I hope you have a wonderful and scary day!! 🎃👻 @ Fleming Island, Florida ",tampa
"I was going to say Good N Plenty, it qualifies as candy, but it's mostly awful.",pittsburgh
I’m starting to prefer the pump I get from arm and back day over chest day. It truly is spooky season.,nashville
Cleared: Construction on #NY28 Both directions from Turnpike RD to CR 10,pittsburgh
"They need a predator, posing as a housepet",los angeles
Nooooooooo we need a maid lol,houston
Wow yes mom,oklahoma city
A spooky lunch for all!!! ,new york
October’s been good to me. 🖤🕷 ,charlotte
#VelshiRuhle #MSNBC Lady said Amen to changing the constitution by Executive order! What if he could sign away women’s right to vote? Would she say amen to that? Enough is enough congress needs to step in NOW and the citizens need to #VoteLikeYourLifeDependsOnIt ,seattle
"Super easy! Whether you choose Berkeley, Bokashi, Vermi-composting or just let it rot-- anything is better than sending it to the landfill! #LandscapeChat ",oklahoma city
Go to  and enter your address.  It will give you info on all the candidate and propositions on the ballot where you live.   #Vote HT  ,new york
To all my bad bitches i can see ya halo,cincinnati
laughed pretty damn hard when I saw this on insta earlier..well done! 👏🏼👏🏼👏🏼,chicago
#HappyHalloween⁠ ⁠!  has been so kind as to provide me a scary costume this year! ,toronto
"If you're looking for work in #Leavenworth, KS, check out this #job:  #Nursing #Hiring",kansas city
"I’m 100% confident I would too. If I could find a job there, I would move in a heartbeat 😍",oklahoma city
You should probably get on the tube and say these things‼️,chicago
Just a little bit of #happyhalloween on the homepage today. 🎃 🦇 🌩 @ Winston-Salem Symphony ,charlotte
LOL. Still walking around there I assume?,new york
hello. student here. can y’all please do something about the god awful pot hole filled gravel parking lot by engineering??,houston
"Pretty much just sick and tired of you, pervy Uncle Joe. Also sick and tired of Kenyan Klown, Barry, and Hillary “Boiled Cabbage” Clinton (ask John Podesta) continuing to interfere with President Trump. Back to the sewer with all of you!",nashville
Star power should be out in force for this election.,los angeles
goddamn why you do her like that😂😂,chicago
"That's what I did as a kid. Except I threw a baseball at the bottom of our barn nearly everyday. I was out there so often that I made holes in the ground. Letting kids figure out what works for them is the most important thing, right after letting them just play",chicago
Your welcome hun ❤️❤️,nashville
You’re the guru lol,cincinnati
"6 weeks apart, 290 miles away, still one of the most supportive people in my life. So blessed that one of my best friends is my cousin 😭 love you forever Coley ✨❤️  ",minneapolis
"Unless you're willing to pick up a badge and protect your city, I suggest you stop criticizing those who are and be thankful for their SACRIFICE!",cincinnati
"#HappyHalloween! MFRI's Halloween costume contest, circa 1980s. Special Programs Section won the contest for their creative Snow White and the Seven Dwarfs. Can you identify everyone in the picture? ",washington
wow i really am the cutest ,las vegas
BBQ PULLED PORK SANDWICH served with a chicken gumbo soup #lunchspecial #lunch #pearstreetbistro #psb #pinole #happyhalloween #trickortreat #seeyouhere 🍐🎃 @ Pear Street Bistro ,san francisco
Love the Obama bump,los angeles
Machiavellian Sire of Street Cry Grandsire of Winx Zenyatta and Street  Sense DarleyStallions  Dalham Hall Stud Newmarket My Photo    ,charlotte
Boy don’t make me challenge you to a duel,houston
Happy Halloween 🎃👻😱🧟‍♂️👽💀🦇🔪👹 ,las vegas
Happy Halloween Everyone! 😈🎃👻 @ Redford San Francisco ,san francisco
looking forward to laying in bed with a pile of food tonight &amp; watching movies til i fall asleep 🤩,los angeles
#wevoted🇺🇸 #vote @ Spanish Springs Library ,san francisco
My teacher canceled a lecture due to him losing his keys and not wanting to uber from Montbello to Denver,denver
I'm liking heel Blake.,nashville
"Happy Halloween, everyone!

Art by: 

#ghostbusters #halloween #happyhalloween #trickortreat #whoyougonnacall #slime #slimer #realghostbusters ",toronto
You’re my fav  ,new york
I hate when I go out and certain places and things remind me of you,los angeles
Happy Halloween 🎃 this is my take on Lydia Deetz if she had gone to art school and realized she had critique on Halloween of all days. ,oklahoma city
sometimes i forget how awful people can be and then i pass people demonstrating against circumcision today. yeah that’s not transparent.,tampa
The fundamentals are looking great to yoyo deez nutz in yo mouth.,los angeles
i have NO idea what the chords are lmao i don’t know how to play guitar,new york
"paul ryan may be many things, but stupid is not one of them.  he knows what he needs to do if he wants his future to be viable.  oh well, good.  divide &amp; conquer.",houston
Are you ready for #halloween? Cause our #AIFamily are definitely ready for today! #happyhalloween #americaninstitute #aitomsriver @ American Institute Toms River ,new york
This shit takes time!,charlotte
Father God... my heart is heavy and filled with pain and almost regret lord. I need you to give me a sign or just give me a reason of why you put this situation in front of me. I beg for forgiveness and I confess my sins for a sign! 🗣🗣,nashville
"Kevin Love shows Tyronn Lue love, praises Larry Drew and hints to #Cavs management about his feelings towards the team's ""voice."" ",pittsburgh
Why Karol G look like Khloe Kardashian,houston
I feel like I’m having a midlife crisis at 20,kansas city
"NEW SLIPKNOT!🤘🏽
Today is a good day.",oklahoma city
2nd week of KetO. Feeling amazing!,san francisco
I was killing it in a solo 8 kills 5 people left china decide to plug out the wire fucking jinx kid,washington
feel bad for girls who are still dumb enough to buy $54 naked pallets when morphe exists,new york
HAHAHA i love the mouth puns 👄👄👄,new york
"

How To Manifest. New Video.",houston
So sad I'm missing  live tonight :::((((,charlotte
They really should not have brought him back with all that’s happening these days.  It will never work,tampa
Unless God sent you than Im Unavailable!!!!,kansas city
Hello I love this band ,washington
"That would be awesome, funny, and deserving for Christian. Just hope it isn’t in the CU vs USC game!",charlotte
Your not serious. I refuse to think someone as handsome as you are is so dumb.,chicago
You’re right. I’m NOT republican. Soooo.......anyway you can take that exact tweet you just sent. Replace the word  republican with Democrats and STILL be right. Ohhhh.......btw. Never threaten me again. That’s what you DON’T want Mr Twitter tuff,oklahoma city
"Let's always moving forward xo
😉
#lifeasleo #Leonardodalmagro #LDJewelry #mystyle #lifestyle #fashion #moda #designer #tvhost #fashioneditor #tvshow #fashionproducer #fashioncontributor… ",houston
Me all day today. Happy #Halloween ,houston
I support this,los angeles
🚨BRAND NEW MUSIC 🚨  just dropped #thiefofthenight on soundcloud and it’s just in to for #halloween Go check out the latest project from #humblethrillskin produced by… ,new york
That’s another piece of evidence to support the premise that the mainstream media is a political arm of the  party.  #FakeNews,tampa
"How many college papers can say they’ve issued a call for more bars? Not many, I’m sure. That’s why this is a must-read. ",chicago
Ashanti not gon be there so no point lol,houston
I got one thank you so much :),oklahoma city
How do y’all lay down when y’all sleep cuz i have to keep switching cuz my arms go numb,los angeles
So you’re saying the Sacramento River can become our cauldron for potion making... so many possibilities,san francisco
"So funny , I love it 😂",tampa
"“But Canada only contributed to 1.5% of the pee in the pool!”

We’re working pretty hard, then, since we only make up ~0.5% of the pool’s swimmers.",toronto
More like Russian decent.,denver
If I bought a $90 illenium jersey I'd wear that shit to every event too 😂,albuquerque
I’m so so sorry casey and candince :(,washington
The mountains are calling. I must go.,nashville
Y’all showing out for Halloween this year 😍,oklahoma city
so uh i grabbed my bosses coffee cup to move it &amp; his reply was “get your nasty dick skinners off my cup” .. we both paused in disbelief of what he just said 😂😂😂😂 “i can’t believe i just said that”,cincinnati
What planet are you from?,charlotte
"💕 Endless Summer 💕 #endlesssummer #bikini #swimsuit #swimwear #trending #summerlovin #beachvibes #stillsummer @ Los Angeles, California ",los angeles
"Real mf shit. Tell em Chris 🙌🏼✊🏼🙌🏼

 ",washington
my car has been telling me my tire pressure is low for 3 days &amp; im too lazy to air it up. have a good day😊,nashville
Moms  used to tell me not to fw the house parties.. but look at me now,charlotte
Starting off Halloween 🎃 with no power in the apartment due to a blackout :/,los angeles
"The proposed changes to the #publiccharge rule turn the road to permanent status into an obstacle course that's impossible for anyone who is older, disabled, or has chronic illnesses. Act now to #ProtectFamilies ➡️  #PublicChargeOnDisability ",new york
Are you going to  Friday?,nashville
Happy Halloween! 🎃👻 Scare Poa annua away with Kerb Specialty Herbicide!!,nashville
I’m excited to see what my #DisneysNutcracker surprise will be for Day 2 of the 12 Days of Nutcracker!,los angeles
I didn’t realize I’d be going to Blizzcon at all let alone going immediately after Twitch Con! After being away so long I can’t imagine a better way to reunite with old friends and make new ones 💜 thanks for your patience stream will be back up after con weekend is over 😸,los angeles
Yesterday left me sore as FUCK..,chicago
I've been playing this for like forever. ,san francisco
First person I thought of is  🤣😂🤣😂🤣 Henry Cavill's look as Geralt of Rivia is getting compared to other characters  ,pittsburgh
"Somewhere between Dots and Loops, The Virgin Suicides OST, Soft Bulletin, and the Gorillaz debut album is this uniform folktronic palette that I can’t resist and want to come back so bad.",cincinnati
Thank you my Sweet Friend!,nashville
I need Korean Tylenol,minneapolis
I’m finna walk right on out this 1:00 I need a nap before my lab at 3 😩,nashville
An older man told me like 2 months ago that he doesn’t understand why Cosby had to drug girls for sex when females will have sex with a celebrity for free.,san francisco
Thinking about tomorrow....Thankfully it’s  OPAL play day tomorrow ,toronto
"All my friends work tonight and I have no plans :,(",houston
"*wins $50 on draftkings”

“Break out the red panties. We’re rich, baby!”",chicago
"That was my logic !! But on another note, that tailgate made a heat room and it was fantastic 🔥🔥 that game was freezing",tampa
"BUH BYE.!!

Funny how liberals never say ""I'm gonna flee to Mexico"" and also say how much they hate white people but yet claim they'll move to the whitest country in North America. PHONIES.!!! LEAVE BABS. Be the 1st libtard to keep a promise &amp; LEAVE.!!!! #TooBadSoSad #ByeFelicia",new york
i swear i love my english professor.,charlotte
Atlas &amp; Zoey are kitty cats for #Halloween2018 #trickordogtreat    ,oklahoma city
Girl don’t even waste time on that nigga lol foh,new york
Getting the Halloween scene on tonight at . Should be fun. Last time to see me in Farragut for a while. Come out and hang with me! Wear costumes! 8 o’clock start time,charlotte
Remember that one time that  played in Cadillac in October 75.  &amp;  ,minneapolis
"Company goes into a multi year, multi million dollar lawsuit, stocks decline due to the projected numbers not being their and a bleeding lawsuit. Less money=less opportunity= Less jobs. You ok with that?",nashville
"Throwback to the first Lost Lands &amp; Seven Lions! 🦁 Who am I going to see November 15th at Stage Ae?! Get your tickets before it’s too late 
 ",cincinnati
"If the  holds Congress, I wouldn’t be surprised if  considers early retirement.",san francisco
. was temporarily evacuated due to smoke coming from a projector. MOPD and FD are on site. All students &amp; staff are safe. All clear was given at 2:20 to renter the building.,new york
😭😭😭itd be hilarious,montreal
"Start your day with samthing beautiful
Credit to 
#LoveForSam #SamhHeughan #kingofmen #kindnessforall #actingatitsfinest #scottishactor @ Richland Center, Wisconsin ",chicago
I tell you how I feel and you reply “O” 🤨 nahh yo you got me fucked up,tampa
I went from slutty costume on hoelloween weekend to professional school appropriate costume 😂🤷‍♀️,phoenix
Best decision~~~look forward to seeing you in France and Netherlands soon.,new york
You and Simon are a split bot dreaming.,seattle
Happy Halloween from me and my boo 👻🔮 ,nashville
I’m like the 5th of a chord. People don’t need me and I’m always left out...😂😂,oklahoma city
"Nah, he’s just putting these out in his office. I’m guessing he gets dressed up &amp; goes out for free candy. 🎃💀",charlotte
Happy Halloween fr the gorgeous nurses and caregivers woot woot! #happy #fairy @ New Vista Society ,seattle
It takes a family to raise a child,oklahoma city
I thought it would be 2 weeks until my belly touch the steering wheel and it’s now 😂😂😂,nashville
"Lmao I get dressed almost everyday but In high school I remember my friends would get mad at me when I wouldn’t brush my hair, my glasses would be falling down, and I would wear skinny jeans with fuzzy socks and grandma shoesss🌚😂",houston
"I can’t be the only one wondering if he’s ever worn that for Danneel in the bedroom once or twice, ami?!",nashville
I made a joke about kissing Blake johns in my dreams last night then Today I really had a dream about it 😂😂😂😂,new york
Lmao better just try hoe,houston
"""Do you want this pill or do you want this shot?"" = forced coercion in these ~sacred~ institutions of mental 'health' #GodKnowsWhereIAm",chicago
How can I receive my tweets in strict chronological order?,charlotte
"Weds means another  podcast! This week  &amp; I welcome back  as we play the twinpeaks-esque Tall Pines. Check out the beginning of our creepy tale! Happy Halloween, spooksters! ",new york
"Headed downtown today for Halloween Harvest? 🎃 Karma is on the candy map 🍬 and our awesome staff can’t wait to see your costumes!!
#karmaflagstaff #downtownflagstaff #visitflagstaff #candy… ",phoenix
"Wtf is this? Are these feelings?! Fml. 
I think I’m about to be up in my feels.",las vegas
My name is jackson. I was born to be the worst but it is not good. My age is a bit different than my own. I like to see you guys. ,charlotte
No one is happier than a #PigInMud.,los angeles
But I defer to you on Football but that’s my idea,new york
I Know RIGHT!!  Well Prioritized,new york
"i can’t decide if I need a hug, a large coffee, 6 shots of vodka, or 2 weeks of sleep.",houston
Baby girl you lookin better than you ever been,charlotte
A5. Just engage with them consistently and be patient because they will see you actually care about them #WinnieSun,houston
"Happy Halloween! 🎃👻

 ",new york
People just now finding out Vince Staples hilarious?,washington
You make me feel both appreciated and unappreciated.,toronto
I find comfort in cooking especially for other people and it’s been an awful week let me cook 4 u,oklahoma city
"Right now, we know both victims are female, and were found this morning.   The surviving victim is being treated at #StrongMemorialHospital with life-threatening injuries.",toronto
So excited to get my nose snapped back into place 🙃,chicago
Appreciate it my dude 🙏🏻,nashville
"Science: The final frontier. These are the voyages of our inside mass spec tech specialists. To boldly provide answers that help our customers get the most from their Waters LC-MS systems. 

#HappyHalloween⁠ ⁠ ",new york
And as everybody can see this is the most efficient way of farming!,denver
Or when you’re taking an order and the next person starts telling you what they want LIKE THEY CANT SEE THAT YOURE STILL TAKING SOMEONE ELSES ORDER,denver
Put yourself in his shoes he just got dragged thru high winds for 40mins and is now miles from his little spider home in unfamiliar surroundings and he’ll never be able to get back home because it’s too far for a little spider I just made myself sad,pittsburgh
"I'm over all these people saying 'we got sent to the redemption house cause so &amp; so voted us in', (Cough cough Nat &amp; Paulie) no. U got sent to the redemption house cause you lost(many times) #TheChallengeFinalReckoning",montreal
my boyfriend is so HOT UGH ,seattle
Just got confirmation that my hotel for the wedding is sold out and I have the last of the rooms 😩,new york
N*GGA I SAID SHORELINE COO FOH,los angeles
You disgust me,new york
Nigga I’m solid real rare...,nashville
I was looking at a bird and no lie I can see how they great uncles where dinosaurs and shiii,houston
"I’m constantly reminded why I love to teach. For example, today all we’re doing is watching coralline, scooby doo, and eating bread co",chicago
yo its tessa brooks. the competition SHOOK 👩🏽‍🦲,oklahoma city
just cleared out this entire town of their golden girls merch I love myself !!!!!,toronto
"Charles, don’t you think it’s time the Dow Jones Industrial Average changed its name?
American Express, Coca-Cola, Disney, McDonald’s and Nike, to name just a few, hardly qualify as industrial.",tampa
